Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
1164,solid,solid,solid,"406,5645","407,0434",,,"10,1",1,1,3,2,11,8,4,19,4,6,1,JJ|NN|RB,"11,2252937",solid,JJ,"10,88137411","4,383848849","4,785237421","4,785702491",1,solid,406.567115711262,407.0994725842423,,glass,PMOD,,glass,PMOD
1165,glass,glass,glass,"407,0434","407,666",,,"9,94",5,5,2,6,10,32,3,20,3,7,1,NN,"7,085584143",glass,NN,"1,889851537","2,798877229","1,281995168","1,90091688",4,glass,407.0994725842423,407.70324318408575,,there,SUB,,there,SUB
1166,there,there,there,"408,2766","408,4083",,,"14,09",2,2,7,4,5,2,2,2,5,5,0,minor|RB,"6,574866659",there,EX,"5,059761559","2,798877229","8,899777559","10,22157275",1,there,408.3156777648746,408.4325365906507,,was,VMOD,,was,VMOD
1167,was,was,was,"408,4083","408,5759",,,"14,56",1,1,3,2,4,1,4,3,5,6,0,VB,"3,630049362",was,VBD,"1,501518143","2,798877229","0,8897983718","1,380380713",1,was,408.4325365906507,408.5883483583523,,nothing,PRD,,nothing,PRD
1168,nothing,nothing,nothing,"408,5759","408,971",,,"11,99",2,2,5,3,12,11,2,6,7,7,1,NN,"8,512798676",nothing,NN,"6,75610414","3,692987463","5,807560792","2,748676251",1,nothing,408.5883483583523,409.00384640555643,,on,VMOD,,on,VMOD
1169,on,on,on,"408,971","409,2095",,,"15,08",1,1,3,2,10,5,4,9,7,8,0,minor|JJ,"4,469666928",on,IN,"4,839285191","2,325934326","2,064794236","1,693322949",1,on,409.00384640555643,409.23431797861497,,it,PMOD,,it,PMOD
1170,it,it,it,"409,2095","409,438",,,"15,37",4,4,3,5,4,4,3,10,6,9,0,minor|NN,"3,098101595",it,PRP,"4,42397774","1,325934311","2,127761383","2,421403217",4,it,409.23431797861497,409.3511768043911,,except,VMOD,,except,VMOD
1171,but,except,except,"409,438","409,7441",,,"14,57",1,1,2,2,8,9,3,9,5,8,0,minor,"8,243552432",except,IN,"11,10660083","5,968807182","4,592565591","4,049363909",2,except,409.3511768043911,409.7660597249004,,a,NMOD,,a,NMOD
1172,a,a,a,"409,7441","409,8372",,,"16,18",1,1,3,2,5,4,3,10,7,9,0,minor|NN,"2,793627535",a,DT,"1,751805493","2,798877229","1,448510136","1,412377524",2,a,409.7660597249004,409.8861646291703,,tiny,NMOD,,tiny,NMOD
1173,tiny,tiny,tiny,"409,8372","410,2641",,,"9,67",1,1,2,2,5,3,3,12,6,10,1,JJ|NN,"7,688091169",tiny,JJ,"9,037205724","3,798890531","2,425519086","2,414520182",1,tiny,409.8861646291703,410.3276313043247,,golden,NMOD,,golden,NMOD
1174,golden,golden,golden,"410,2641","410,7071",,,"9,77",1,1,2,2,2,1,3,13,5,11,1,JJ|NN,"7,728668242",golden,JJ,"3,889844922","3,798890531","3,786167546","3,237331874",2,golden,410.3276313043247,410.7074224880973,,key,PMOD,,key,PMOD
1175,key,key,key,"410,7071","411,1022",,,"11,47",5,5,2,6,5,20,2,14,4,12,1,JJ|NN|VB,"6,066301899",key,NN,"0,2238358335","2,798877229","1,281995168","0,705457938",4,key,410.7074224880973,411.1592425254278,,and,VMOD,,and,VMOD
1176,and,and,and,"411,605","411,8086",,,"16,19",1,1,3,3,2,0,2,1,2,7,0,minor,"2,701627903",and,CC,"1,157645434","1,148666262","3,144905869","3,281191291",0,and,411.65327379836515,411.82856203702937,,Alice,NMOD,,Alice,NMOD
1177,Alice's,Alice's,Alice's,"411,8086","412,3354",,,"12,9180065",1,1,7,5,14,10,3,4,5,8,1,NN,"8,182385642","alice,'s","NNP,POS","5.58306489130818,5.30887294635255","5.12081859689849,4.49586426439907","4.77058771784988,5.48257656643651","5.17137834250335,5.00122918548097",2,Alice 's,411.82856203702937,412.341442439047,,'s,NMOD,,'s,NMOD
1178,first,first,first,"412,3354","412,7903",,,"13,16",1,1,2,2,5,3,3,6,3,9,1,JJ|RB|NN,"6,884612464",first,JJ,"9,511909249","6,120818611","3,54575961","2,767554769",2,first,412.341442439047,412.7277257798071,,first,NMOD,,first,NMOD
1179,idea,thought,thought,"412,7903","413,1376",,,"11,8",2,2,2,3,1,1,2,7,2,10,1,NN|minor,"6,057972879",thought,NN,"7,56226965","2,798877229","1,281995168","2,228645018",4,thought,412.7277257798071,413.101024806592,,thought,SUB,,thought,SUB
1180,was,was,was,"413,377","413,5207",,,"14,56",1,1,3,2,14,14,2,7,2,9,0,VB,"4,908612085",was,VBD,"8,099292546","2,798877229","3,51898487","3,256944538",1,was,413.43212481295785,413.58345876145705,,was,ROOT,,was,ROOT
1181,that,that,that,"413,5207","413,694",,,"15,48",1,1,3,2,2,1,2,8,2,10,0,minor|NN,"4,37799233",that,IN,"5,065574933","2,798877229","3,245693167","2,967229223",1,that,413.58345876145705,413.7068097442208,,that,PRD,,that,PRD
1182,this,it,it,"413,694","413,82",,,"14,99",2,2,4,3,2,1,2,9,2,11,0,minor|NN,"3,409741178",it,PRP,"3,715676232","6,258313215","2,127761383","2,633710964",2,it,413.7068097442208,413.76523915710885,,it,SUB,,it,SUB
1183,might,might,might,"413,82","414,0714",,,"12,53",1,1,3,2,3,1,3,10,2,12,1,VB|NN,"6,751533209",might,MD,"6,218184324","3,148666291","2,904501254","3,150307324",2,might,413.76523915710885,414.11581563443735,,might,SBAR,,might,SBAR
1184,belong,belong,belong,"414,0714","414,4665",,,"9,6",1,1,3,2,11,8,3,13,2,13,1,VB|JJ,"9,454446369",belong,VB,"6,697206355","5,79889056","0,7819087911","0,7785038148",2,belong,414.11581563443735,414.508591132185,,belong,VC,,belong,VC
1185,to,to,to,"414,4665","414,6342",,,"16,35",1,1,3,2,8,6,3,15,2,14,0,minor,"3,944724131",to,TO,"1,889851537","2,798877229","4,447264456","4,113643218",1,to,414.508591132185,414.657910742899,,to,VMOD,,to,VMOD
1186,one,one,one,"414,6342","414,8018",,,"14,17",2,2,4,3,5,4,3,16,2,15,1,minor|NN,"5,308807352",one,CD,"7,736338682","2,798877229","6,916320732","5,620968091",0,one,414.657910742899,414.81372251060054,,one,PMOD,,one,PMOD
1187,of,of,of,"414,8018","414,8976",,,"16,21",1,1,3,2,3,1,4,17,2,16,0,minor,"3,937687513",of,IN,"2,242450951","1,324867972","2,531063386","0,631119831",1,of,414.81372251060054,414.940319571858,,of,NMOD,,of,NMOD
1188,the,the,the,"414,8976","414,9694",,,"16,96",1,1,4,2,5,4,4,18,3,17,0,minor,"1,889179572",the,DT,"1,98173939","0,5539846607","1,448510136","0,4320765435",1,the,414.940319571858,415.0377019266715,,the,NMOD,,the,NMOD
1189,doors,doors,doors,"414,9694","415,3286",,,"9,43",2,2,2,3,4,2,4,20,2,18,1,NN,"8,934800804",doors,NNS,"12,55961218","9,810118734","4,136730618","3,690163824",0,doors,415.0377019266715,415.3201107556306,,doors,PMOD,,doors,PMOD
1190,of,of,of,"415,3286","415,4244",,,"16,21",1,1,3,2,8,6,5,21,2,18,0,minor,"3,641190869",of,IN,"2,889851551","2,798877229","2,342341329","1,966677768",1,of,415.3201107556306,415.39152448249376,,of,NMOD,,of,NMOD
1191,the,the,the,"415,4244","415,5199",,,"16,96",1,1,3,2,5,4,5,22,2,19,0,minor,"1,881645029",the,DT,"1,98173939","2,798877229","1,448510136","1,565345669",2,the,415.39152448249376,415.5181215437513,,the,NMOD,,the,NMOD
1192,hall,hall,hall,"415,5199","415,9152",,,"10,42",15,0,3,17,18,44,4,24,1,20,1,NN,"6,665264715",hall,NN,"8,657476124","7,337175803","1,118174284","0,8243397787",4,hall,415.5181215437513,416.0115254748062,,hall,PMOD,,hall,PMOD
1193,but,but,but,"416,9329","417,0645",,,"14,57",1,1,4,2,2,0,2,1,7,1,0,minor,"4,14458742",but,CC,"2,921732095","2,647862377","3,144905869","3,148749339",1,but,416.9788690811408,417.07872527341027,,but,VMOD,,but,VMOD
1194,alas,alas,alas,"417,0645","417,6393",,,"8,38",2,2,6,4,1,2,1,2,9,3,0,minor,"10,25822366",alas,JJ,"6,749825696","3,798890531","4,998870617","4,881872309",3,alas,417.07872527341027,417.6467890098222,,alas,VMOD,,alas,VMOD
1195,either,either,either,"417,6393","417,9844",,,"12,17",1,1,4,3,2,0,2,1,9,5,0,minor|RB,"8,094174103",either,RB,"10,4197922","10,4197922","3,875029123","3,875029123",1,either,417.6467890098222,418.00710372263205,,either,VMOD,,either,VMOD
1196,the,the,the,"417,9844","418,0943",,,"16,96",1,1,4,2,7,3,4,3,10,6,0,minor,"2,973174925",the,DT,"3,073733559","1,325934311","4,276716668","2,795860918",1,the,418.00710372263205,418.2083605892465,,the,NMOD,,the,NMOD
1197,locks,locks,locks,"418,0943","418,5612",,,"8,79",2,2,2,3,8,4,3,6,9,7,1,NN|VB,"8,979635739",locks,NNS,"12,55961218","3,798890531","4,136730618","4,642029101",1,locks,418.2083605892465,418.5784135375377,,locks,SUB,,locks,SUB
1198,were,were,were,"418,5612","418,6987",,,"13,41",1,1,3,2,3,6,4,4,9,7,0,VB,"4,727523591",were,VBD,"2,889851551","2,798877229","3,239979451","2,774032528",2,were,418.5784135375377,418.70501059879524,,were,VMOD,,were,VMOD
1199,too,too,too,"418,6987","418,9084",,,"12,87",1,1,3,2,13,10,3,8,9,8,1,RB|NN,"6,469530637",too,RB,"8,316114793","2,798877229","2,752805408","2,191266683",1,too,418.70501059879524,418.88029883745946,,too,AMOD,,too,AMOD
1200,large,large,large,"418,9084","419,2758",,,"11,81",6,6,2,7,1,1,2,9,8,9,1,JJ|RB|NN,"5,746828009",large,JJ,"6,590306709","2,798877229","3,1155666","2,404132513",3,large,418.88029883745946,419.28930472767604,,large,PRD,,large,PRD
1201,or,or,or,"419,2758","419,3634",,,"14,78",1,1,3,3,2,8,2,3,6,5,0,minor,"5,094058957",or,CC,"6,934259144","2,798877229","3,984951723","3,085978186",0,or,419.28930472767604,419.3627335359838,,or,VMOD,,or,VMOD
1202,the,the,the,"419,3634","419,4592",,,"16,96",1,1,3,2,6,3,3,5,6,6,0,minor,"3,049967688",the,DT,"8,156629025","2,798877229","2,8152643","3,290951115",2,the,419.3627335359838,419.52503746067293,,the,NMOD,,the,NMOD
1203,key,key,key,"419,4592","419,7346",,,"11,47",3,3,2,4,4,3,2,7,5,7,1,JJ|NN|VB,"6,660237013",key,NN,"10,42158604","2,798877229","1,118174284","1,559439281",1,key,419.52503746067293,419.77823158318796,,key,SUB,,key,SUB
1204,was,was,was,"419,7346","419,9501",,,"14,56",1,1,3,2,3,3,3,6,5,4,0,VB,"3,321826286",was,VBD,"2,921732095","3,798890531","3,51898487","3,557386358",2,was,419.77823158318796,419.9892266852838,,was,VMOD,,was,VMOD
1205,too,too,too,"419,9501","420,1057",,,"12,87",1,1,3,2,13,10,2,10,5,5,1,RB|NN,"6,460199696",too,RB,"6,51127804","3,798890531","2,752805408","2,757775012",2,too,419.9892266852838,420.14626945003454,,too,AMOD,,too,AMOD
1206,small,small,small,"420,1057","420,6565",,,"11,98",4,4,2,5,1,11,1,11,4,6,1,JJ|NN,"6,935014949",small,JJ,"6,590306709","5,120818597","3,1155666","2,404132513",4,small,420.14626945003454,420.62870414855894,,small,PRD,,small,PRD
1207,but,but,but,"421,0635","421,2056",,,"14,57",1,1,3,3,2,0,2,1,2,3,0,minor,"4,26416408",but,CC,"5,211772988","2,798877229","3,984951723","3,085978186",1,but,421.1126837009885,421.2230503697771,,but,VMOD,,but,VMOD
1208,at,at,at,"421,2056","421,3398",,,"14,5",1,1,4,2,4,1,4,2,4,4,0,minor,"6,258011999",at,IN,"5,633392102","2,798877229","3,958210202","4,505597514",1,at,421.2230503697771,421.3269248815781,,at,VMOD,,at,VMOD
1209,any,any,any,"421,3398","421,6502",,,"13,95",1,1,3,2,5,4,4,3,4,5,0,minor|RB,"5,541808093",any,DT,"4,72936259","2,325934326","1,448510136","1,470929829",1,any,421.3269248815781,421.6677631234253,,any,NMOD,,any,NMOD
1210,rate,rate,rate,"421,6502","421,9136",,,"11,38",3,3,2,4,4,3,3,5,3,6,1,NN|VB,"6,77463939",rate,NN,"2,286845198","0,00144341762","1,118174284","0,8243397787",3,rate,421.6677631234253,421.9177111674465,,rate,PMOD,,rate,PMOD
1211,it,it,it,"421,9136","422,0214",,,"15,37",2,2,3,3,10,12,2,4,2,5,0,minor|NN,"3,637337805",it,PRP,"5,059761559","5,79889056","3,664584978","3,719363572",1,it,421.9177111674465,422.04925553178646,,it,SUB,,it,SUB
1212,would,would,would,"422,0214","422,177",,,"14,06",1,1,3,2,3,1,3,5,3,6,0,VB,"4,671314702",would,MD,"5,218184309","2,798877229","2,904501254","2,82162247",0,would,422.04925553178646,422.10119278768695,,would,ROOT,,would,ROOT
1213,not,not,not,"422,177","422,3787",,,"14,77",1,1,2,2,7,6,2,7,2,7,0,RB,"4,03664988",not,RB,"3,00144176","6,798890574","1,724193627","1,65297481",1,not,422.10119278768695,422.4160624015838,,not,VMOD,,not,VMOD
1214,open,open,open,"422,3787","422,6918",,,"11,88",1,1,3,2,6,3,3,9,2,8,1,JJ|VB|NN|RB,"7,807246958",open,VB,"9,079693185","6,383848878","3,024658716","0,4386506392",1,open,422.4160624015838,422.7049633875305,,open,VC,,open,VC
1215,any,any,any,"422,6918","422,9672",,,"13,95",2,2,4,3,5,4,3,10,2,9,0,minor|RB,"6,125263463",any,DT,"4,697206326","2,798877229","2,759223373","2,786938219",2,any,422.7049633875305,422.98088005950194,,any,OBJ,,any,OBJ
1216,of,of,of,"422,9672","423,0989",,,"16,21",1,1,3,2,3,1,4,11,2,10,0,minor,"5,895360622",of,IN,"5,037205667","2,798877229","6,034880331","5,711490631",2,of,422.98088005950194,423.1399379056973,,of,NMOD,,of,NMOD
1217,them,them,them,"423,0989","423,4342",,,"13,59",7,7,4,9,13,27,3,12,1,11,0,minor,"4,770971809",them,PRP,"4,905491218","1,325934311","2,127761383","1,653519607",4,them,423.1399379056973,423.4433680595242,,them,PMOD,,them,PMOD
1218,however,However,however,"424,1935","424,7519",,,"12,35",2,2,5,3,2,0,2,1,9,1,1,RB|minor,"8,099623126",however,RB,"6,969006512","6,969006512","3,875029123","3,875029123",3,however,424.14669283813896,424.7376358665205,,However,VMOD,,However,VMOD
1219,on,on,on,"424,7519","424,9068",,,"15,08",1,1,4,3,7,3,4,3,8,3,0,minor|JJ,"5,564489584",on,IN,"6,211773003","6,499319098","3,092296493","2,98850285",1,on,424.7376358665205,424.8911305392792,,on,VMOD,,on,VMOD
1220,the,the,the,"424,9068","424,9906",,,"16,96",1,1,3,2,5,4,4,4,10,4,0,minor,"2,003997016",the,DT,"2,506437933","2,798877229","1,448510136","1,5749095",2,the,424.8911305392792,425.0209736790305,,the,NMOD,,the,NMOD
1221,second,second,second,"424,9906","425,4216",,,"11,92",1,1,2,2,5,3,4,6,9,5,1,JJ|NN|RB|VB,"7,704279773",second,JJ,"10,0187026","7,886356955","2,425519086","2,414520182",2,second,425.0209736790305,425.42673349075324,,second,NMOD,,second,NMOD
1222,time,time,time,"425,4216","425,7449",,,"13,58",1,1,2,2,2,1,4,7,8,6,1,NN|VB,"4,281695667",time,NN,"3,889844922","4,383848849","1,281995168","0,5156330008",1,time,425.42673349075324,425.78380212506926,,time,NMOD,,time,NMOD
1223,round,round,round,"425,7449","426,1041",,,"10,76",3,3,2,4,1,1,3,8,7,7,1,JJ|NN|VB,"6,795209781",round,NN,"7,977311346","2,798877229","5,577849464","5,463409041",3,round,425.78380212506926,426.1172192263779,,round,PMOD,,round,PMOD
1224,she,she,she,"426,1041","426,3316",,,"13,1",2,2,4,4,7,12,2,4,5,5,0,minor,"3,810290422",she,PRP,"5,109357945","2,798877229","3,664584978","4,702322095",2,she,426.1172192263779,426.31075293895583,,she,SUB,,she,SUB
1225,came,came,came,"426,3316","426,6385",,,"11,65",1,1,3,2,4,1,4,5,5,6,1,VB,"6,126411508",came,VBD,"6,115171334","3,798890531","1,639557543","1,107378018",1,came,426.31075293895583,426.65483725929676,,came,VMOD,,came,VMOD
1226,upon,upon,upon,"426,6385","426,9935",,,"11,27",1,1,3,2,16,13,3,9,5,7,0,minor|NN,"6,717108968",upon,IN,"3,309650249","1,563704637","3,245693167","3,166598059",0,upon,426.65483725929676,427.02813628608175,,upon,VMOD,,upon,VMOD
1227,a,a,a,"426,9935","427,0922",,,"16,18",1,1,4,2,5,4,3,10,7,8,0,minor|NN,"2,763224089",a,DT,"1,894528812","0,4085307171","1,448510136","1,255200496",1,a,427.02813628608175,427.10279609143873,,a,NMOD,,a,NMOD
1228,low,low,low,"427,0922","427,4091",,,"11,36",1,1,2,2,4,1,5,11,6,9,1,JJ|NN|RB|VB,"6,450385675",low,JJ,"5,964920526","5,60621873","2,425519086","2,414520182",2,low,427.10279609143873,427.39169707738534,,low,NMOD,,low,NMOD
1229,curtain,curtain,curtain,"427,4091","427,9479",,,"7,58",2,2,2,3,1,1,4,12,5,10,1,NN|VB,"8,446197758",curtain,NN,"5,697206341","6,120818611","1,281995168","0,5156330008",3,curtain,427.39169707738534,427.9727451277724,,curtain,PMOD,,curtain,PMOD
1230,she,she,she,"427,9479","428,1754",,,"13,1",2,2,5,3,14,13,4,13,5,9,0,minor,"4,318638525",she,PRP,"1,889851537","2,798877229","3,664584978","3,771517843",1,she,427.9727451277724,428.1767893168692,,she,SUB,,she,SUB
1231,had,had,had,"428,1754","428,4148",,,"13,53",1,1,3,2,3,1,5,14,6,10,0,VB,"4,071038712",had,VBD,"3,208294901","2,798877229","1,639557543","1,107378018",1,had,428.1767893168692,428.3748001049899,,had,NMOD,,had,VMOD
1232,not,not,not,"428,4148","428,6064",,,"14,77",1,1,2,2,7,6,4,16,5,11,0,RB,"4,818908836",not,RB,"4,081154761","3,993489079","2,752805408","2,449772483",2,not,428.3748001049899,428.5857952070857,,not,VMOD,,not,VMOD
1233,noticed,noticed,noticed,"428,6064","429,0374",,,"10,53",1,1,3,2,7,4,4,19,5,12,1,VB,"7,980492583",noticed,VBN,"9,079693185","6,258313215","4,59864472","2,74808827",2,noticed,428.5857952070857,429.0824452166344,,noticed,VC,,noticed,VC
1234,before,before,before,"429,0374","429,5522",,,"12,75",10,0,3,11,13,35,2,14,4,13,1,minor|RB|NN,"6,148996311",before,RB,"4,889844936","2,798877229","3,491778278","3,13894633",4,before,429.0824452166344,429.6180481681085,,before,VMOD,,before,VMOD
1235,and,and,and,"430,091","430,2946",,,"16,19",1,1,3,3,2,0,2,1,2,3,0,minor,"4,307725748",and,CC,"3,235647657","2,798877229","4,428728098","5,036009773",1,and,430.13959180741216,430.3246182815577,,and,VMOD,,and,VMOD
1236,behind,behind,behind,"430,2946","430,7485",,,"11,08",1,1,5,2,7,3,4,3,8,4,0,minor|NN,"8,0645179",behind,RB,"9,100488455","5,120818597","3,116921946","1,875912727",1,behind,430.3246182815577,430.76933103520594,,behind,VMOD,,behind,VMOD
1237,it,it,it,"430,7485","430,9171",,,"15,37",2,2,4,3,4,4,3,4,8,5,0,minor|NN,"3,497218344",it,PRP,"3,049380504","1,910895952","3,631830767","2,205315117",2,it,430.76933103520594,430.8861898609821,,it,SUB,,it,SUB
1238,was,was,was,"430,9171","431,0537",,,"14,56",1,1,3,2,10,8,5,4,9,6,0,VB,"3,692792545",was,VBD,"2,914407244","4,383848849","1,639557543","1,450426889",1,was,430.8861898609821,431.09718496307795,,was,VMOD,,was,VMOD
1239,a,a,a,"431,0537","431,1446",,,"16,18",1,1,3,2,9,10,3,5,10,7,0,minor|NN,"3,492750588",a,DT,"3,570806948","4,390393047","2,245693153","2,991921114",1,a,431.09718496307795,431.25624280927326,,a,NMOD,,a,NMOD
1240,little,little,little,"431,1446","431,4799",,,"12,57",1,1,2,2,6,3,4,7,9,8,1,JJ|RB|NN,"4,312978122",little,JJ,"3,42886096","3,517888633","2,425519086","2,447845765",1,little,431.25624280927326,431.55163595220745,,little,NMOD,,little,NMOD
1241,door,door,door,"431,4799","431,9229",,,"10,89",2,2,2,3,1,1,3,8,8,9,1,NN,"5,062735404",door,NN,"4,405175627","8,656844958","1,281995168","0,5156330008",4,door,431.55163595220745,431.91519674351105,,door,PRD,,door,PRD
1242,about,about,about,"432,0067","432,3429",,,"14,08",1,1,5,2,4,2,5,8,10,8,1,minor|RB|JJ,"5,122998318",about,RB,"6,796731321","5,383848863","4,144902561","4,20964694",2,about,432.02417604456696,432.3098309520198,,about,NMOD,,about,NMOD
1243,fifteen,fifteen,fifteen,"432,3429","432,8567",,,"8,53",2,2,2,3,11,8,5,11,9,9,1,minor|NN,"9,506668452",fifteen,CD,"8,444440875","2,798877229","7,151181049","8,399030118",1,fifteen,432.3098309520198,432.85192606048145,,fifteen,NMOD,,fifteen,NMOD
1244,inches,inches,inches,"432,8567","433,2399",,,"9,55",2,2,2,3,5,2,4,13,8,9,1,NN|VB,"6,717599393",inches,NNS,"1,889851537","2,798877229","1,993406002","1,100979985",2,inches,432.85192606048145,433.2576858722042,,inches,PMOD,,inches,PMOD
1245,high,high,high,"433,2399","433,5991",,,"12,13",5,5,2,6,19,37,2,9,7,9,1,JJ|RB|NN,"9,176862771",high,JJ,"0,817489963","2,798877229","5,107863077","2,033863764",4,high,433.2576858722042,433.67967607639594,,high,NMOD,,high,NMOD
1246,she,she,she,"434,3414","434,5449",,,"13,1",2,2,5,4,5,2,2,2,5,6,0,minor,"4,657387813",she,PRP,"5,889844951","4,798890545","4,335846988","5,381091663",1,she,434.2848458873297,434.58997726574523,,she,SUB,,she,SUB
1247,tried,tried,tried,"434,5449","434,928",,,"11,69",1,1,3,2,7,5,2,4,6,7,1,VB,"6,381070163",tried,VBD,"5,945254711","2,798877229","1,639557543","1,650536515",1,tried,434.58997726574523,434.891862565667,,tried,ROOT,,tried,VMOD
1248,the,the,the,"434,928","435,0118",,,"16,96",1,1,3,2,10,6,4,6,8,8,0,minor,"2,665611711",the,DT,"3,596884083","3,49586425","2,245693153","2,991921114",1,the,434.891862565667,435.0606586473437,,the,NMOD,,the,NMOD
1249,little,little,little,"435,0118","435,3351",,,"12,57",1,1,2,2,5,3,4,8,7,9,1,JJ|RB|NN,"4,31538199",little,JJ,"6,423280164","4,383848849","2,425519086","2,447845765",2,little,435.0606586473437,435.3787743397343,,little,NMOD,,little,NMOD
1250,golden,golden,golden,"435,3351","435,7182",,,"9,77",1,1,2,2,2,1,4,9,6,10,1,JJ|NN,"7,725122413",golden,JJ,"4,976414383","2,334531476","3,786167546","3,237331874",2,golden,435.3787743397343,435.72610473856906,,golden,NMOD,,golden,NMOD
1251,key,key,key,"435,7182","435,9775",,,"11,47",2,2,2,3,1,1,3,10,5,11,1,JJ|NN|VB,"6,076592925",key,NN,"0,2238358335","0,4085307171","1,281995168","0,705457938",1,key,435.72610473856906,435.9728067040965,,key,OBJ,,key,OBJ
1252,in,in,in,"435,9775","436,0894",,,"15,9",1,1,3,2,8,11,3,7,5,9,0,minor|RB|JJ,"3,600115397",in,IN,"5,059761559","5,383848863","2,064794236","2,119439953",1,in,435.9728067040965,436.11238807932915,,in,NMOD,,in,NMOD
1253,the,the,the,"436,0894","436,1612",,,"16,96",1,1,3,2,5,4,3,8,5,10,0,minor,"1,861280119",the,DT,"2,223834866","2,798877229","1,448510136","1,551038125",1,the,436.11238807932915,436.2227547481177,,the,NMOD,,the,NMOD
1254,lock,lock,lock,"436,1612","436,6282",,,"9,81",5,5,2,6,8,18,2,10,4,11,1,NN|VB,"8,866738062",lock,NN,"12,55961218","9,084277446","1,118174284","0,8243397787",4,lock,436.2227547481177,436.6836978942348,,lock,PMOD,,lock,PMOD
1255,and,and,and,"436,8317","437,0113",,,"16,19",1,1,3,3,2,0,2,1,2,6,0,minor,"2,509460018",and,CC,"1,889851537","2,798877229","3,144905869","3,148749339",0,and,436.8781605903636,437.0144958871025,,and,VMOD,,and,VMOD
1256,to,to,to,"437,0113","437,143",,,"16,35",1,1,4,2,7,3,4,3,4,7,0,minor,"3,682165524",to,TO,"7,98408808","2,798877229","7,320798697","7,983523352",1,to,437.0144958871025,437.17030765480405,,to,VMOD,,to,VMOD
1257,her,her,her,"437,143","437,3226",,,"13,3",1,1,3,2,5,4,4,4,5,8,0,minor,"5,60469055",her,PRP$,"4,697903931","4,798890545","4,916320703","2,451038138",2,her,437.17030765480405,437.41376354183774,,her,NMOD,,her,NMOD
1258,great,great,great,"437,3226","437,9212",,,"12,47",1,1,2,2,5,3,4,6,4,9,1,JJ|NN|RB,"6,435044772",great,JJ,"7,706009479","5,133275827","3,380560126","1,586406693",2,great,437.41376354183774,437.9688429642745,,great,NMOD,,great,NMOD
